name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Ottawa,Canada",2024-03-06,6.2,3.9,5,3.8,0.9,2.1,2.2,83.2,2.147,100,58.33,rain,0,0,33.1,16.9,13.9,1018.5,95.5,15.8,28.2,2.4,1,10,2024-03-06T06:30:59,2024-03-06T17:57:31,0.88,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-07,10.1,1.1,5,10.1,-3.1,2.2,-5.6,47.6,0,0,0,,0,0,31.7,18.6,5.2,1022.8,50.8,24,179,15.5,7,10,2024-03-07T06:29:09,2024-03-07T17:58:53,0.91,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"CXKE,CYOW,CYND,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-08,7.8,-2.2,2.4,5,-5.8,-1.2,-5.7,55.4,0,0,0,,0,0,33.5,20.4,79.2,1025.9,39.9,24,174,14.9,7,10,2024-03-08T06:27:19,2024-03-08T18:00:13,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-09,6.3,0.8,3.9,3,-3.5,0.1,0.4,79,8.96,100,50,rain,0,0.2,43.6,22.5,123.2,1010.1,93.8,16.4,24.1,2.1,2,10,2024-03-09T06:25:28,2024-03-09T18:01:34,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-10,5.1,-4.1,0.5,2.7,-11.2,-4.4,-1.5,86.7,8.797,100,75,"rain,snow",3.2,0.3,42.7,30.1,290.9,997.2,93.3,10.7,42.6,3.4,2,10,2024-03-10T07:23:36,2024-03-10T19:02:55,0,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-11,5,-4.1,0.4,-0.1,-10.7,-5.4,-8.1,55.6,0,0,0,,0,0.6,48.1,34,295.7,1004.6,60,23.7,180.4,15.7,7,10,2024-03-11T07:21:44,2024-03-11T19:04:15,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-12,10.9,-1.8,4.1,10.9,-4.6,2.3,-5.3,51.3,0,0,0,,0,0.1,21.6,16.8,280.6,1010.2,38.3,24,177.4,15.4,7,10,2024-03-12T07:19:52,2024-03-12T19:05:35,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,CYOW,CYND,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-13,9.2,-0.2,4,7,-5,0.6,-2.8,61.6,0,0,0,,0,0,33.5,22.1,72.9,1011.6,49,24,140.6,12.2,7,10,2024-03-13T07:18:00,2024-03-13T19:06:55,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-14,13.1,-0.9,6.2,13.1,-2.5,5.6,-1,62.7,0.005,100,4.17,rain,0,0,20.2,14.2,228.7,1016.6,64,24,151.2,13,7,10,2024-03-14T07:16:07,2024-03-14T19:08:14,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-15,11.1,4.1,7.4,11.1,-0.2,6,2.9,74.4,1.253,100,45.83,rain,0,0,27.4,20.7,8.3,1011.3,81.6,23.3,88.9,7.8,4,10,2024-03-15T07:14:14,2024-03-15T19:09:34,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-16,6.2,-0.9,2.5,4.2,-4.1,-0.3,-1,78.9,2.034,100,25,"rain,snow",0.9,0.1,33.5,25.7,233.7,1007.4,77.5,21.5,74.4,6.5,3,10,2024-03-16T07:12:20,2024-03-16T19:10:53,0.21,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-17,6,2,3.9,3.5,-2.2,1,0.3,78.9,4.092,100,62.5,"rain,snow",0.7,0.6,35.3,22.5,266.5,998.5,80,19.5,72.4,6.3,3,10,2024-03-17T07:10:27,2024-03-17T19:12:12,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-18,1.8,-2,0.1,-2.1,-8,-4.9,-3.3,78.4,0.485,100,33.33,"rain,snow",1.1,0.2,42.4,29.2,274.5,1003.3,88.7,13.1,59,5,3,10,2024-03-18T07:08:33,2024-03-18T19:13:31,0.28,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-19,0,-6.2,-2.6,-1.8,-11.7,-7.2,-6.7,74.4,0.31,100,25,"rain,snow",0.9,1.4,37,27.9,264.9,1004.2,75.2,17.3,109.7,9.7,7,10,2024-03-19T07:06:39,2024-03-19T19:14:50,0.31,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"CXKE,CYOW,E3670,71063099999,71628099999,CTCK,CXOA,71304199999,71300099999"
"Ottawa,Canada",2024-03-20,3,-5.3,-0.4,-1.5,-12.9,-5.7,-7.1,63.3,0.039,100,16.67,"rain,snow",1.3,0.4,46.2,29.9,267.7,1000.5,72.7,19.2,106.8,9.2,5,10,2024-03-20T07:04:45,2024-03-20T19:16:08,0.34,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"CXKE,CYOW,E3670,71063099999,71628099999,CTCK,CXOA,71304199999,71300099999"
"Ottawa,Canada",2024-03-21,-3.9,-10.1,-7.1,-11.1,-19.6,-15.3,-15.7,51.7,0.03,100,4.17,snow,0.1,4.1,53.4,35.6,302.7,1018.6,55,21.3,200.6,17.3,7,10,2024-03-21T07:02:51,2024-03-21T19:17:27,0.38,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-22,-3.8,-11.9,-7.6,-3.8,-17.3,-10.7,-17.2,46.9,0,0,0,,0,0.4,37.1,16.7,323.3,1029.2,60.1,24,117.4,10.3,4,10,2024-03-22T07:00:57,2024-03-22T19:18:45,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-23,-0.2,-6.9,-4.3,-3.2,-13.2,-9.1,-9.4,68.3,0.22,100,33.33,snow,1.1,0.7,33.5,21.1,81.3,1021.7,71.6,21.5,130,11.3,7,10,2024-03-23T06:59:03,2024-03-23T19:20:03,0.45,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-24,1,-8.1,-3.8,-2.1,-15,-7.9,-14.2,49.3,0.018,100,12.5,"rain,snow",0,0.1,31.7,19,297.9,1027.2,13.9,24,219.6,18.8,8,10,2024-03-24T06:57:09,2024-03-24T19:21:21,0.48,"Snow, Rain",Clear conditions throughout the day with afternoon rain or snow.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-25,8.9,-5.2,1.4,6,-10.3,-2.2,-10.4,42.7,0,0,0,,0,0,36.4,24.3,92.4,1030.3,21.9,24,211.4,18.1,8,10,2024-03-25T06:55:15,2024-03-25T19:22:39,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-26,10.8,-0.3,5.2,10.8,-5.3,2,-4.8,49.6,0,0,0,,0,0,46.4,26.2,85.4,1020.5,75.4,23.7,88.4,7.6,4,10,2024-03-26T06:53:21,2024-03-26T19:23:57,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,CYOW,CYND,E3670,71063099999,71628099999,CTCK,CXOA,71304199999,71300099999"
"Ottawa,Canada",2024-03-27,15,5.2,9.3,15,2.6,8,4.2,72.1,0.514,100,25,rain,0,0,37.3,23.3,183.3,1013.3,91.9,21.7,62.1,5.5,3,10,2024-03-27T06:51:27,2024-03-27T19:25:15,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"CXKE,CYOW,CYND,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-03-28,9,2,5.5,8.5,-0.4,3,-3,56.2,0,0,0,,0,0,31.7,16.8,263.7,1016.1,77.8,24,194.7,16.9,8,10,2024-03-28T06:49:34,2024-03-28T19:26:33,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,CYOW,CYND,E3670,CTCK,CXOA"
"Ottawa,Canada",2024-03-29,6.9,-2.3,2.7,3,-5.5,-1.1,-6.4,52.2,0,0,0,,0,0,47.1,29.6,301.4,1011,63.2,24,183.8,15.8,10,10,2024-03-29T06:47:40,2024-03-29T19:27:50,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,CYOW,CYND,E3670,CTCK,CXOA"
"Ottawa,Canada",2024-03-30,7,-1,2.4,3.8,-7,-2,-8.9,44.4,0,0,0,,0,0,38.2,26.5,301.2,1009.2,70.4,24,221,19.1,8,10,2024-03-30T06:45:47,2024-03-30T19:29:08,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"CXKE,CYOW,CYND,E3670,CTCK,CXOA"
"Ottawa,Canada",2024-03-31,10,0.7,5.2,10,-2.3,2.5,-6.9,43,0,0,0,,0,0,40.8,22.3,280.3,1011.1,49.6,24,221.1,19.1,8,10,2024-03-31T06:43:54,2024-03-31T19:30:26,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"CXKE,CYOW,CYND,E3670,71628099999,CTCK,CXOA"
"Ottawa,Canada",2024-04-01,10.8,-1.3,4.7,10.8,-1.3,3.5,-3.6,58.9,0,0,0,rain,0,0,33.5,22.4,352.2,1015.5,65.1,24,171.2,14.7,8,10,2024-04-01T06:42:01,2024-04-01T19:31:43,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,CYOW,CYND,E3670,71628099999,71063099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-02,11.1,-1.4,5.2,11.1,-4.7,2.2,-4.6,55.3,0,0,0,,0,0,47.9,34.9,80.3,1017,67.4,24,194,16.9,7,10,2024-04-02T06:40:08,2024-04-02T19:33:01,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,CYOW,CYND,E3670,71063099999,71628099999,71627999999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-03,6.1,0.2,3.9,2.1,-6,-1.3,-2.1,67.4,20.395,100,45.83,"rain,snow",5.8,0.8,58.9,37,88.1,1007.2,91,15.1,21.9,1.7,1,10,2024-04-03T06:38:16,2024-04-03T19:34:18,0.82,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71304199999,71300099999"
"Ottawa,Canada",2024-04-04,1.1,-1.1,0,-2.3,-8.7,-6.2,-1.2,91.2,7.075,100,91.67,snow,11.1,14.9,60.2,40.3,73.5,1004.4,89.2,5.3,51.5,4.3,2,10,2024-04-04T06:36:24,2024-04-04T19:35:35,0.86,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-05,6.7,0,3,3.5,-4.8,-0.7,0.6,85.2,2.966,100,87.5,"rain,snow",1.8,14.3,44.3,17.9,356.2,1005.7,92.3,19.5,95.7,8.3,6,10,2024-04-05T06:34:33,2024-04-05T19:36:53,0.89,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-06,11.9,3,6.8,11.9,-0.6,4.6,-0.6,61.2,0,0,0,rain,0,2.8,35.3,22,0.5,1013.9,60.6,24,140.3,12,9,10,2024-04-06T06:32:42,2024-04-06T19:38:10,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-07,15.9,-0.9,8.2,15.9,-0.9,7.5,-3,50.5,0.004,100,4.17,rain,0,2.1,20.2,11.1,351.1,1020.6,5,24,245.8,21.1,8,10,2024-04-07T06:30:51,2024-04-07T19:39:27,0.96,Rain,Clear conditions throughout the day with afternoon rain.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-08,17.1,1,9.9,17.1,0.6,9.7,-2.6,45.8,0,0,0,,0,0.1,16.6,17.8,265.8,1019.2,48.3,24,176.7,15.3,9,10,2024-04-08T06:29:01,2024-04-08T19:40:45,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-09,20.3,4.8,12.7,20.3,4.8,12.4,-0.4,43.1,0,0,0,rain,0,0,33.5,20.7,116.9,1015.6,56.7,24,206,17.8,8,10,2024-04-09T06:27:12,2024-04-09T19:42:02,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-10,21.8,6.8,13.3,21.8,4.3,12.6,2.4,48.4,0.03,100,4.17,rain,0,0,33.3,20.8,55.4,1012.4,61.5,24,190.6,16.5,8,10,2024-04-10T06:25:22,2024-04-10T19:43:19,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-11,12.8,5.2,9.6,12.8,4.2,8.9,7.8,89.2,8.41,100,41.67,rain,0,0,40.3,22.8,80.1,1009.8,87,16.5,24.4,1.9,1,10,2024-04-11T06:23:34,2024-04-11T19:44:37,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-12,16,8.7,11.7,16,5.5,11.1,9.5,86.8,16.693,100,70.83,rain,0,0,54.6,36.6,155.4,989.5,89.9,20,58.7,4.9,3,10,2024-04-12T06:21:46,2024-04-12T19:45:54,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-13,7.8,3.7,5.2,4.6,-1,1.1,2.9,85.7,2.984,100,79.17,rain,0,0,50.8,29.7,272.4,996.9,87.8,17,72.1,6.2,3,10,2024-04-13T06:19:59,2024-04-13T19:47:11,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-14,8.7,0.1,5.4,8,-2.5,4.1,2.7,82.9,0.894,100,20.83,rain,0,0,25.9,14.6,240.6,1006.8,67.4,23.4,62.4,5.2,3,10,2024-04-14T06:18:12,2024-04-14T19:48:28,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-15,13.2,4.9,8.3,13.2,2.8,6.9,3.4,73.9,1.596,100,45.83,rain,0,0,40.7,19.7,276.1,1010.5,51.6,22.8,184.5,15.9,9,10,2024-04-15T06:16:27,2024-04-15T19:49:46,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-16,14.1,2.7,7.9,14.1,0.7,6.5,0.4,62.9,0,0,0,,0,0,29.2,24.1,319.2,1020.9,29.3,24,201.2,17.3,8,10,2024-04-16T06:14:41,2024-04-16T19:51:03,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CXKE,E3670,71063099999,71628099999,71627999999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-17,10.7,-0.9,5.5,10.7,-5.5,2.3,-2.7,56.5,0,0,0,,0,0,47.5,35.5,70.3,1022.7,55.3,24,203.9,17.6,9,10,2024-04-17T06:12:57,2024-04-17T19:52:20,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"71628099999,E3670,71627999999"
"Ottawa,Canada",2024-04-18,8.3,4.4,6.7,8.1,-0.4,3.7,4.1,85.4,0,0,0,rain,0,0,54.7,29.5,83.5,1016.4,88.5,12.7,19.7,1.6,1,10,2024-04-18T06:11:14,2024-04-18T19:53:37,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E3670,71628099999,71627999999"
"Ottawa,Canada",2024-04-19,11.9,7.1,9.5,11.9,4.7,8.4,8,90.9,14.445,100,33.33,rain,0,0,46.1,29.3,194.6,1013,78.9,14.5,32.1,2.8,2,10,2024-04-19T06:09:31,2024-04-19T19:54:54,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,E3670,71628099999,71063099999,71627999999,CTCK,CXOA,71304199999,71300099999"
"Ottawa,Canada",2024-04-20,8,3.3,5.7,5.1,-0.3,2.6,-0.4,65.5,1.236,100,25,rain,0,0,44.3,22.5,260.5,1012.5,59.4,23.6,120,10.3,5,10,2024-04-20T06:07:49,2024-04-20T19:56:11,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-21,8.8,0.9,4.6,5.6,-3.2,1,-3,60,0.249,100,4.17,"rain,snow",0.1,0,46.7,30.7,266.5,1012.3,55.7,23.4,137.5,11.8,7,10,2024-04-21T06:06:08,2024-04-21T19:57:28,0.42,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-22,10.8,-2.2,3.6,10.8,-5.3,0.7,-5.7,52.6,0.085,100,20.83,"rain,snow",0,0,39.8,28.7,248.3,1017.7,25.6,24,262,22.6,10,10,2024-04-22T06:04:28,2024-04-22T19:58:45,0.46,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-23,16.1,1.2,10.2,16.1,-1,9,0.2,53.1,0.954,100,8.33,rain,0,0,57,34.8,213.1,1011.4,64.9,23,102.5,8.9,5,10,2024-04-23T06:02:49,2024-04-23T20:00:02,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-24,9.8,0.2,4.6,7.8,-4.2,0.5,-2.6,63.8,11.008,100,45.83,"rain,snow",0,0,52.9,33.3,328.8,1015.3,52,18.6,228.7,19.7,9,10,2024-04-24T06:01:11,2024-04-24T20:01:19,0.52,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow clearing later.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-25,8.2,-2.9,2.5,6,-6.6,0,-8.9,43.6,0.035,100,8.33,rain,0,0,21.6,15,316,1029.3,1.8,24,278.7,24.1,9,10,2024-04-25T05:59:34,2024-04-25T20:02:36,0.56,Rain,Clear conditions throughout the day with afternoon rain.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-26,14.2,-1.9,7.1,14.2,-1.9,7,-4.6,48.1,0.023,100,8.33,"rain,freezingrain,snow",0,0,18.7,11.6,150.2,1031.4,5.1,24,278.3,24,9,10,2024-04-26T05:57:58,2024-04-26T20:03:52,0.59,"Snow, Rain, Freezing Drizzle/Freezing Rain",Clear conditions throughout the day with afternoon rain or snow.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-27,19.1,2.8,10.4,19.1,0.2,9.6,1.8,58.3,2.212,100,20.83,rain,0,0,38,27.3,140.6,1025.1,71.1,22.2,126.3,10.8,6,10,2024-04-27T05:56:24,2024-04-27T20:05:09,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"CXKE,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-28,20.3,9.7,14.3,20.3,7.9,14.1,9.6,74.6,3.088,100,25,rain,0,0,35,24,303.7,1016.1,87.6,22.8,140.9,12.2,8,10,2024-04-28T05:54:50,2024-04-28T20:06:25,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"CXKE,E2286,CYOW,CYND,E3670,71063099999,71628099999,CTCK,CXOA,71300099999"
"Ottawa,Canada",2024-04-29,11.8,5.7,8.8,11.8,2.3,7,2,62.9,1.413,100,8.33,rain,0,0,34.5,21.4,51.7,1020.5,92.7,24,141.5,12.1,5,10,2024-04-29T05:53:18,2024-04-29T20:07:41,0.7,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"E2286,CXKE,CYOW,CYND,CTCK,CXOA"
"Ottawa,Canada",2024-04-30,8.8,5.9,7.3,5.9,2.8,4.3,5.3,87.6,9.116,100,41.67,rain,0,0,40.3,28.1,75.9,1014.8,100,17.3,51.6,4.7,3,10,2024-04-30T05:51:47,2024-04-30T20:08:57,0.74,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E2286,CXKE,CYOW,CYND,E3670,CTCK,CXOA"
